zh-CN	简体中文
Audio_BeachCove/Q13/DECLINED/BC_Q13_DECLINED_02_CVS_Zoom_05	BC_Q13_DECLINED_02_CVS_Zoom_05_zh-CN
Audio_BeachCove/Q13/POST_01/BC_Q13_POST_01_01_GP_Zoom_10	BC_Q13_POST_01_01_GP_Zoom_10_zh-CN
Audio_BeachCove/Q13/QUESTION/BC_Q13_QUESTION_01_CVS_Zoom_03	BC_Q13_QUESTION_01_CVS_Zoom_03_zh-CN
Audio_BeachCove/Q13/RETACPTD/BC_Q13_RETACPTD_01_CVS_Zoom_08	BC_Q13_RETACPTD_01_CVS_Zoom_08_zh-CN
Audio_BeachCove/Q13/RETDCLND/BC_Q13_RETDCLND_01_CVS_Zoom_09	BC_Q13_RETDCLND_01_CVS_Zoom_09_zh-CN
Audio_BeachCove/Q13/RETRY/BC_Q13_RETRY_01_CVS_Zoom_07	BC_Q13_RETRY_01_CVS_Zoom_07_zh-CN
Audio_BeachCove/Q13/START/BC_Q13_START_01_CVS_Zoom_01	BC_Q13_START_01_CVS_Zoom_01_zh-CN
Audio_BeachCove/Q13/START/BC_Q13_START_02_CVS_Zoom_02	BC_Q13_START_02_CVS_Zoom_02_zh-CN
Audio_BeachCove/Q14/COMP/BC_Q14_COMP_01_GP_IZ_01	BC_Q14_COMP_01_GP_IZ_01_zh-CN
Audio_BeachCove/Q14/COMP/BC_Q14_COMP_02_GP_SN_01	BC_Q14_COMP_02_GP_SN_01_zh-CN
Audio_BeachCove/Q14/EV_01/BC_Q14_EV_01_01_GP_SN_01	BC_Q14_EV_01_01_GP_SN_01_zh-CN
Audio_BeachCove/Q14/EV_02/BC_Q14_EV_02_01_GP_SN_01	BC_Q14_EV_02_01_GP_SN_01_zh-CN
Audio_BeachCove/Q14/EV_03/BC_Q14_EV_03_01_GP_SN_01	BC_Q14_EV_03_01_GP_SN_01_zh-CN
Audio_BeachCove/Q14/EV_04/BC_Q14_EV_04_01_CVS_Sprout_01	BC_Q14_EV_04_01_CVS_Sprout_01_zh-CN
Audio_BeachCove/Q14/EV_04/BC_Q14_EV_04_02_CVS_SN_01	BC_Q14_EV_04_02_CVS_SN_01_zh-CN
Audio_BeachCove/Q14/EV_04/BC_Q14_EV_04_03_CVS_Sprout_02	BC_Q14_EV_04_03_CVS_Sprout_02_zh-CN
Audio_BeachCove/Q14/EV_04/BC_Q14_EV_04_04_CVS_Sprout_03	BC_Q14_EV_04_04_CVS_Sprout_03_zh-CN
Audio_BeachCove/Q14/EV_04/BC_Q14_EV_04_05_CVS_Sprout_04	BC_Q14_EV_04_05_CVS_Sprout_04_zh-CN
Audio_BeachCove/Q14/EV_04/BC_Q14_EV_04_06_CVS_SN_02	BC_Q14_EV_04_06_CVS_SN_02_zh-CN
Audio_BeachCove/Q14/EV_04/BC_Q14_EV_04_07_CVS_Sprout_05	BC_Q14_EV_04_07_CVS_Sprout_05_zh-CN
Audio_BeachCove/Q14/EV_05/BC_Q14_EV_05_01_GP_SN_03	BC_Q14_EV_05_01_GP_SN_03_zh-CN
Audio_BeachCove/Q14/EV_06/BC_Q14_EV_06_01_CVS_PP_01	BC_Q14_EV_06_01_CVS_PP_01_zh-CN
Audio_BeachCove/Q14/EV_06/BC_Q14_EV_06_02_CVS_SN_01	BC_Q14_EV_06_02_CVS_SN_01_zh-CN
Audio_BeachCove/Q14/EV_06/BC_Q14_EV_06_03_CVS_PP_02	BC_Q14_EV_06_03_CVS_PP_02_zh-CN
Audio_BeachCove/Q14/EV_06/BC_Q14_EV_06_04_CVS_SN_02	BC_Q14_EV_06_04_CVS_SN_02_zh-CN
Audio_BeachCove/Q14/EV_06/BC_Q14_EV_06_05_CVS_SN_03	BC_Q14_EV_06_05_CVS_SN_03_zh-CN
Audio_BeachCove/Q14/EV_06/BC_Q14_EV_06_06_CVS_PP_03	BC_Q14_EV_06_06_CVS_PP_03_zh-CN
Audio_BeachCove/Q14/EV_06/BC_Q14_EV_06_07_CVS_IZ_01	BC_Q14_EV_06_07_CVS_IZ_01_zh-CN
Audio_BeachCove/Q14/EV_06/BC_Q14_EV_06_08_CVS_SN_04	BC_Q14_EV_06_08_CVS_SN_04_zh-CN
Audio_BeachCove/Q14/EV_06/BC_Q14_EV_06_09_CS_IZ_02	BC_Q14_EV_06_09_CS_IZ_02_zh-CN
Audio_BeachCove/Q14/EV_07/BC_Q14_EV_07_01_CVS_PaintShop 3_01	BC_Q14_EV_07_01_CVS_PaintShop 3_01_zh-CN
Audio_BeachCove/Q14/EV_07/BC_Q14_EV_07_02_CVS_PaintShop 3_02	BC_Q14_EV_07_02_CVS_PaintShop 3_02_zh-CN
Audio_BeachCove/Q14/EV_07/BC_Q14_EV_07_03_CVS_SN_01	BC_Q14_EV_07_03_CVS_SN_01_zh-CN
Audio_BeachCove/Q14/EV_08/BC_Q14_EV_08_01_CVS_RedFloatieGuy_01	BC_Q14_EV_08_01_CVS_RedFloatieGuy_01_zh-CN
Audio_BeachCove/Q14/EV_08/BC_Q14_EV_08_02_CVS_RedFloatieGuy_02	BC_Q14_EV_08_02_CVS_RedFloatieGuy_02_zh-CN
Audio_BeachCove/Q14/EV_08/BC_Q14_EV_08_03_CVS_SN_01	BC_Q14_EV_08_03_CVS_SN_01_zh-CN
Audio_BeachCove/Q14/EV_08/BC_Q14_EV_08_04_CVS_RedFloatieGuy_03	BC_Q14_EV_08_04_CVS_RedFloatieGuy_03_zh-CN
Audio_BeachCove/Q14/EV_08/BC_Q14_EV_08_05_CVS_SN_02	BC_Q14_EV_08_05_CVS_SN_02_zh-CN
Audio_BeachCove/Q14/EV_09/BC_Q14_EV_09_01_CVS_RedFloatieGuy_01	BC_Q14_EV_09_01_CVS_RedFloatieGuy_01_zh-CN
Audio_BeachCove/Q14/EV_09/BC_Q14_EV_09_02_CVS_RedFloatieGuy_02	BC_Q14_EV_09_02_CVS_RedFloatieGuy_02_zh-CN
Audio_BeachCove/Q14/EV_10/BC_Q14_EV_10_01_GP_SN_01	BC_Q14_EV_10_01_GP_SN_01_zh-CN
Audio_BeachCove/Q14/EV_11/BC_Q14_EV_11_01_GP_PaintShop 3_01	BC_Q14_EV_11_01_GP_PaintShop 3_01_zh-CN
Audio_BeachCove/Q14/EV_12/BC_Q14_EV_12_01_GP_SN_01	BC_Q14_EV_12_01_GP_SN_01_zh-CN
Audio_BeachCove/Q14/EV_13/BC_Q14_EV_13_01_GP_SN_01	BC_Q14_EV_13_01_GP_SN_01_zh-CN
Audio_BeachCove/Q14/MID_01/BC_Q14_MID_01_01_CVS_Sprout_01	BC_Q14_MID_01_01_CVS_Sprout_01_zh-CN
Audio_BeachCove/Q14/MID_02/BC_Q14_MID_02_01_CVS_Sprout_01	BC_Q14_MID_02_01_CVS_Sprout_01_zh-CN
Audio_BeachCove/Q14/MID_02/BC_Q14_MID_02_02_CVS_Sprout_02	BC_Q14_MID_02_02_CVS_Sprout_02_zh-CN
Audio_BeachCove/Q14/MID_02/BC_Q14_MID_02_03_CVS_SN_03	BC_Q14_MID_02_03_CVS_SN_03_zh-CN
Audio_BeachCove/Q14/MID_02/BC_Q14_MID_02_04_CVS_Sprout_04	BC_Q14_MID_02_04_CVS_Sprout_04_zh-CN
Audio_BeachCove/Q14/MID_02/BC_Q14_MID_02_05_CVS_SN_01	BC_Q14_MID_02_05_CVS_SN_01_zh-CN
Audio_BeachCove/Q14/MID_03/BC_Q14_MID_03_01_CVS_PaintShop 3_01	BC_Q14_MID_03_01_CVS_PaintShop 3_01_zh-CN
Audio_BeachCove/Q14/MID_04/BC_Q14_MID_04_01_CVS_RedFloatieGuy_01	BC_Q14_MID_04_01_CVS_RedFloatieGuy_01_zh-CN
Audio_BeachCove/Q14/MID_05/BC_Q14_MID_05_01_GP_IZ_01	BC_Q14_MID_05_01_GP_IZ_01_zh-CN
Audio_BeachCove/Q14/MID_06/BC_Q14_MID_06_01_GP_PP_01	BC_Q14_MID_06_01_GP_PP_01_zh-CN
Audio_BeachCove/Q14/POST_01/BC_Q14_POST_01_01_GP_PaintShop 3_01	BC_Q14_POST_01_01_GP_PaintShop 3_01_zh-CN
Audio_BeachCove/Q14/POST_02/BC_Q14_POST_02_01_GP_RedFloatieGuy_01	BC_Q14_POST_02_01_GP_RedFloatieGuy_01_zh-CN
Audio_BeachCove/Q14/POST_03/BC_Q14_POST_03_01_GP_Sprout_01	BC_Q14_POST_03_01_GP_Sprout_01_zh-CN
Audio_BeachCove/Q14/POST_04/BC_Q14_POST_04_01_GP_PP_01	BC_Q14_POST_04_01_GP_PP_01_zh-CN
Audio_BeachCove/Q14/POST_05/BC_Q14_POST_05_01_GP_IZ_01	BC_Q14_POST_05_01_GP_IZ_01_zh-CN
Audio_BeachCove/Q14/PRE_01/BC_Q14_PRE_01_01_GP_PaintShop 3_01	BC_Q14_PRE_01_01_GP_PaintShop 3_01_zh-CN
Audio_BeachCove/Q14/PRE_02/BC_Q14_PRE_02_01_GP_RedFloatieGuy_01	BC_Q14_PRE_02_01_GP_RedFloatieGuy_01_zh-CN
Audio_BeachCove/Q14/PRE_03/BC_Q14_PRE_03_01_GP_PP_01	BC_Q14_PRE_03_01_GP_PP_01_zh-CN
Audio_BeachCove/Q14/START/BC_Q14_START_01_CVS_Thunder_01	BC_Q14_START_01_CVS_Thunder_01_zh-CN
Audio_BeachCove/Q14/START/BC_Q14_START_02_CVS_Sprout_01	BC_Q14_START_02_CVS_Sprout_01_zh-CN
Audio_BeachCove/Q14/START/BC_Q14_START_03_CVS_Sprout_02	BC_Q14_START_03_CVS_Sprout_02_zh-CN
Audio_BeachCove/Q14/START/BC_Q14_START_04_CVS_Thunder_02	BC_Q14_START_04_CVS_Thunder_02_zh-CN
Audio_BeachCove/Q14/START/BC_Q14_START_05_CVS_Sprout_03	BC_Q14_START_05_CVS_Sprout_03_zh-CN
Audio_BeachCove/Q14/START/BC_Q14_START_06_CVS_SN_01	BC_Q14_START_06_CVS_SN_01_zh-CN
Audio_BeachCove/Q14/START/BC_Q14_START_07_CVS_Sprout_04	BC_Q14_START_07_CVS_Sprout_04_zh-CN
Audio_BeachCove/Q14/START/BC_Q14_START_08_CVS_Thunder_03	BC_Q14_START_08_CVS_Thunder_03_zh-CN
Audio_BeachCove/Q14/START/BC_Q14_START_09_CVS_SN_02	BC_Q14_START_09_CVS_SN_02_zh-CN
Audio_BeachCove/Q14/START/BC_Q14_START_10_CVS_Sprout_05	BC_Q14_START_10_CVS_Sprout_05_zh-CN
Audio_BeachCove/Q14/START/BC_Q14_START_11_CVS_SN_03	BC_Q14_START_11_CVS_SN_03_zh-CN
Audio_BeachCove/Q14/START/BC_Q14_START_12_CVS_Sprout_06	BC_Q14_START_12_CVS_Sprout_06_zh-CN
Audio_BeachCove/Q14/START/BC_Q14_START_13_CVS_SN_04	BC_Q14_START_13_CVS_SN_04_zh-CN
Audio_BeachCove/Q14/TOOFAR/BC_Q14_TOOFAR_01_GP_SN_01	BC_Q14_TOOFAR_01_GP_SN_01_zh-CN
Audio_BeachCove/Q15/COMP/BC_Q15_COMP_01_GP_HC_01	BC_Q15_COMP_01_GP_HC_01_zh-CN
Audio_BeachCove/Q15/MID_01/BC_Q15_MID_01_01_CVS_HC_01	BC_Q15_MID_01_01_CVS_HC_01_zh-CN
Audio_BeachCove/Q15/POST_01/BC_Q15_POST_01_01_CVS_HC_01	BC_Q15_POST_01_01_CVS_HC_01_zh-CN
Audio_BeachCove/Q15/START/BC_Q15_START_01_CVS_HC_01	BC_Q15_START_01_CVS_HC_01_zh-CN
Audio_BeachCove/Q15/START/BC_Q15_START_02_CVS_HC_02	BC_Q15_START_02_CVS_HC_02_zh-CN
Audio_BeachCove/Q15/START/BC_Q15_START_03_CVS_HC_03	BC_Q15_START_03_CVS_HC_03_zh-CN
Audio_BeachCove/Q15/TOOFAR/BC_Q15_TOOFAR_01_GP_HC_01	BC_Q15_TOOFAR_01_GP_HC_01_zh-CN
Audio_Minigames/COUNTDOWN_FASHION	EFO_PP_Minigame_06_zh-CN
Audio_Minigames/COUNTDOWN_FLYING	EFO_ZP_Minigame_06_zh-CN
Audio_Minigames/COUNTDOWN_HERDING	EFO_HC_Minigame_06_zh-CN
Audio_Minigames/COUNTDOWN_HERDINGC	EFO_IZ_Minigame_06_zh-CN
Audio_Minigames/COUNTDOWN_RUNNER	EFO_Sprout_Minigame_06_zh-CN
Audio_Minigames/TITLE_DASH	EFO_SN_Game_Menu_4_zh-CN
Audio_Minigames/TITLE_FASHION_SHOW	EFO_SN_Game_Menu_3_zh-CN
Audio_Minigames/TITLE_HERDING_BUNNIES	EFO_SN_Game_Menu_1_zh-CN
Audio_Minigames/TITLE_HERDING_CRABS	EFO_SN_Game_Menu_2_zh-CN
Audio_Minigames/TITLE_RUNNER	EFO_SN_Game_Menu_5_zh-CN
Audio_Brighthouse/BFLY/EV_01/BH_BFLY_EV_01_01_CVS_SN_01	BH_BFLY_EV_01_01_CVS_SN_01_zh-CN
Audio_Brighthouse/BFLY/EV_01/BH_BFLY_EV_01_02_CVS_SN_02	BH_BFLY_EV_01_02_CVS_SN_02_zh-CN
Audio_Brighthouse/BFLY/EV_02/BH_BFLY_EV_02_04_CVS_Shimmerwing_01	BH_BFLY_EV_02_04_CVS_Shimmerwing_01_zh-CN
Audio_Brighthouse/BFLY/EV_02/BH_BFLY_EV_02_05_CVS_SN_04	BH_BFLY_EV_02_05_CVS_SN_04_zh-CN
Audio_Brighthouse/BFLY/EV_02/BH_BFLY_EV_02_06_CVS_SN_05	BH_BFLY_EV_02_06_CVS_SN_05_zh-CN
Audio_Brighthouse/BFLY/EV_02/BH_BFLY_EV_02_07_CVS_Shimmerwing_02	BH_BFLY_EV_02_07_CVS_Shimmerwing_02_zh-CN
Audio_Brighthouse/BFLY/EV_02/BH_BFLY_EV_02_08_CVS_SN_06	BH_BFLY_EV_02_08_CVS_SN_06_zh-CN
Audio_Brighthouse/BFLY/EV_02/BH_BFLY_EV_02_09_CVS_Shimmerwing_03	BH_BFLY_EV_02_09_CVS_Shimmerwing_03_zh-CN
Audio_Brighthouse/BFLY/EV_03/BH_BFLY_EV_03_10_CGP_SN_07	BH_BFLY_EV_03_10_CGP_SN_07_zh-CN
Audio_Brighthouse/INTRO/EV_01/BH_INTRO_EV_01_01_CS_SN_01	BH_INTRO_EV_01_01_CS_SN_01_zh-CN
Audio_Brighthouse/MH/ACCEPTED/BH_MH_ACCEPTED_01_CGP_HC_01	BH_MH_ACCEPTED_01_CGP_HC_01_zh-CN
Audio_Brighthouse/MH/COMP/BH_MH_COMP_01_CS_HC_01	BH_MH_COMP_01_CS_HC_01_zh-CN
Audio_Brighthouse/MH/COMP/BH_MH_COMP_02_CS_HC_02	BH_MH_COMP_02_CS_HC_02_zh-CN
Audio_Brighthouse/MH/COMP/BH_MH_COMP_03_CS_IZ_01	BH_MH_COMP_03_CS_IZ_01_zh-CN
Audio_Brighthouse/MH/COMP/BH_MH_COMP_04_CS_HC_03	BH_MH_COMP_04_CS_HC_03_zh-CN
Audio_Brighthouse/MH/COMP/BH_MH_COMP_05_CS_HC_04	BH_MH_COMP_05_CS_HC_04_zh-CN
Audio_Brighthouse/MH/COMP/BH_MH_COMP_06_CS_SN_01	BH_MH_COMP_06_CS_SN_01_zh-CN
Audio_Brighthouse/MH/COMP/BH_MH_COMP_07_CS_HC_05	BH_MH_COMP_07_CS_HC_05_zh-CN
Audio_Brighthouse/MH/COMP/BH_MH_COMP_08_CS_IZ_02	BH_MH_COMP_08_CS_IZ_02_zh-CN
Audio_Brighthouse/MH/DECLINED/BH_MH_DECLINED_01_CVS_HC_01	BH_MH_DECLINED_01_CVS_HC_01_zh-CN
Audio_Brighthouse/MH/QUESTION/BH_MH_QUESTION_01_CVS_HC_01	BH_MH_QUESTION_01_CVS_HC_01_zh-CN
Audio_Brighthouse/MH/REPACPTD/BH_MH_REPACPTD_01_CGP_SN_01	BH_MH_REPACPTD_01_CGP_SN_01_zh-CN
Audio_Brighthouse/MH/REPDCLND/BH_MH_REPDCLND_01_CGP_SN_01	BH_MH_REPDCLND_01_CGP_SN_01_zh-CN
Audio_Brighthouse/MH/REPEAT/BH_MH_REPEAT_01_CVS_HC_01	BH_MH_REPEAT_01_CVS_HC_01_zh-CN
Audio_Brighthouse/MH/START/BH_MH_START_01_CVS_HC_01	BH_MH_START_01_CVS_HC_01_zh-CN
Audio_Brighthouse/MH/START/BH_MH_START_02_CVS_HC_02	BH_MH_START_02_CVS_HC_02_zh-CN
Audio_Brighthouse/MH/START/BH_MH_START_03_CVS_HC_03	BH_MH_START_03_CVS_HC_03_zh-CN
Audio_Brighthouse/MH/START/BH_MH_START_04_CVS_HC_04	BH_MH_START_04_CVS_HC_04_zh-CN
Audio_Brighthouse/OUTRO/EV_01/BH_OUTRO_EV_01_01_CS_SN_01	BH_OUTRO_EV_01_01_CS_SN_01_zh-CN
Audio_Brighthouse/OUTRO/EV_01/BH_OUTRO_EV_01_02_CS_IZ_01	BH_OUTRO_EV_01_02_CS_IZ_01_zh-CN
Audio_Brighthouse/OUTRO/EV_01/BH_OUTRO_EV_01_03_CS_HC_01	BH_OUTRO_EV_01_03_CS_HC_01_zh-CN
Audio_Brighthouse/Q1/COMP/BH_Q1_COMP_01_CVS_IZ_01	BH_Q1_COMP_01_CVS_IZ_01_zh-CN
Audio_Brighthouse/Q1/COMP/BH_Q1_COMP_02_CVS_IZ_02	BH_Q1_COMP_02_CVS_IZ_02_zh-CN
Audio_Brighthouse/Q1/COMP/BH_Q1_COMP_03_CVS_SN_01	BH_Q1_COMP_03_CVS_SN_01_zh-CN
Audio_Brighthouse/Q1/EV_01/BH_Q1_EV_01_01_GP_SN_01	BH_Q1_EV_01_01_GP_SN_01_zh-CN
Audio_Brighthouse/Q1/EV_02/BH_Q1_EV_02_01_GP_SN_01	BH_Q1_EV_02_01_GP_SN_01_zh-CN
Audio_Brighthouse/Q1/EV_03/BH_Q1_EV_03_01_GP_SN_01	BH_Q1_EV_03_01_GP_SN_01_zh-CN
Audio_Brighthouse/Q1/MID_01/BH_Q1_MID_01_01_GP_IZ_01	BH_Q1_MID_01_01_GP_IZ_01_zh-CN
Audio_Brighthouse/Q1/POST_01/BH_Q1_POST_01_01_CVS_IZ_01	BH_Q1_POST_01_01_CVS_IZ_01_zh-CN
Audio_Brighthouse/Q1/POST_01/BH_Q1_POST_01_02_CVS_IZ_02	BH_Q1_POST_01_02_CVS_IZ_02_zh-CN
Audio_Brighthouse/Q1/POST_01/BH_Q1_POST_01_03_CVS_IZ_03	BH_Q1_POST_01_03_CVS_IZ_03_zh-CN
Audio_Brighthouse/Q1/START/BH_Q1_START_01_CVS_IZ_01	BH_Q1_START_01_CVS_IZ_01_zh-CN
Audio_Brighthouse/Q1/START/BH_Q1_START_02_CVS_SN_01	BH_Q1_START_02_CVS_SN_01_zh-CN
Audio_Brighthouse/Q1/START/BH_Q1_START_03_CVS_IZ_02	BH_Q1_START_03_CVS_IZ_02_zh-CN
Audio_Brighthouse/Q1/START/BH_Q1_START_04_CVS_IZ_03	BH_Q1_START_04_CVS_IZ_03_zh-CN
Audio_Brighthouse/Q1/START/BH_Q1_START_05_CVS_IZ_04	BH_Q1_START_05_CVS_IZ_04_zh-CN
Audio_Brighthouse/Q1/START/BH_Q1_START_06_CVS_IZ_05	BH_Q1_START_06_CVS_IZ_05_zh-CN
Audio_Brighthouse/Q1/START/BH_Q1_START_07_CVS_SN_02	BH_Q1_START_07_CVS_SN_02_zh-CN
Audio_Brighthouse/Q1/TOOFAR/BH_Q1_TOOFAR_01_GP_IZ_01	BH_Q1_TOOFAR_01_GP_IZ_01_zh-CN
Audio_Brighthouse/Q2/COMP/BH_Q2_COMP_01_CGP_HC_01	BH_Q2_COMP_01_CGP_HC_01_zh-CN
Audio_Brighthouse/Q2/COMP/BH_Q2_COMP_02_CGP_Bunnies_01	BH_Q2_COMP_02_CGP_Bunnies_01_zh-CN
Audio_Brighthouse/Q2/EV_01/BH_Q2_EV_01_01_GP_SN_01	BH_Q2_EV_01_01_GP_SN_01_zh-CN
Audio_Brighthouse/Q2/EV_02/BH_Q2_EV_02_01_CVS_HC_01	BH_Q2_EV_02_01_CVS_HC_01_zh-CN
Audio_Brighthouse/Q2/EV_02/BH_Q2_EV_02_02_CVS_HC_02	BH_Q2_EV_02_02_CVS_HC_02_zh-CN
Audio_Brighthouse/Q2/EV_02/BH_Q2_EV_02_03_CVS_HC_03	BH_Q2_EV_02_03_CVS_HC_03_zh-CN
Audio_Brighthouse/Q2/EV_03/BH_Q2_EV_03_01_GP_SN_01	BH_Q2_EV_03_01_GP_SN_01_zh-CN
Audio_Brighthouse/Q2/EV_04/BH_Q2_EV_04_01_GP_SN_01	BH_Q2_EV_04_01_GP_SN_01_zh-CN
Audio_Brighthouse/Q2/EV_05/BH_Q2_EV_05_01_GP_SN_01	BH_Q2_EV_05_01_GP_SN_01_zh-CN
Audio_Brighthouse/Q2/MID_01/BH_Q2_MID_01_01_GP_HC_01	BH_Q2_MID_01_01_GP_HC_01_zh-CN
Audio_Brighthouse/Q2/MID_02/BH_Q2_MID_02_01_GP_HC_01	BH_Q2_MID_02_01_GP_HC_01_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_01_CVS_HC_01	BH_Q2_START_01_CVS_HC_01_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_02_CVS_HC_02	BH_Q2_START_02_CVS_HC_02_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_03_CVS_SN_02	BH_Q2_START_03_CVS_SN_02_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_04_CVS_HC_03	BH_Q2_START_04_CVS_HC_03_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_05_CVS_HC_04	BH_Q2_START_05_CVS_HC_04_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_06_CVS_HC_05	BH_Q2_START_06_CVS_HC_05_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_07_CVS_SN_03	BH_Q2_START_07_CVS_SN_03_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_08_CVS_HC_06	BH_Q2_START_08_CVS_HC_06_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_09_CVS_Bunnies_01	BH_Q2_START_09_CVS_Bunnies_01_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_10_CVS_HC_07	BH_Q2_START_10_CVS_HC_07_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_11_CVS_SN_04	BH_Q2_START_11_CVS_SN_04_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_12_CVS_HC_08	BH_Q2_START_12_CVS_HC_08_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_14_CVS_HC_10	BH_Q2_START_14_CVS_HC_10_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_15_CVS_HC_11	BH_Q2_START_15_CVS_HC_11_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_16_CVS_HC_12	BH_Q2_START_16_CVS_HC_12_zh-CN
Audio_Brighthouse/Q2/START/BH_Q2_START_17_CVS_SN_05	BH_Q2_START_17_CVS_SN_05_zh-CN
Audio_Brighthouse/Q2/TOOFAR/BH_Q2_TOOFAR_01_GP_HC_01	BH_Q2_TOOFAR_01_GP_HC_01_zh-CN
Audio_Brighthouse/Q3/START/BH_Q3_START_13_CVS_HC_09	BH_Q3_START_13_CVS_HC_09_zh-CN
Audio_BrighthouseTuto/INTRO/EV_01/BHT_INTRO_EV_01_01_CS_Narrator_01	BHT_INTRO_EV_01_01_CS_Narrator_01_zh-CN
Audio_BrighthouseTuto/INTRO/EV_01/BHT_INTRO_EV_01_01_CS_Narrator_01b	BHT_INTRO_EV_01_01_CS_Narrator_01b_zh-CN
Audio_BrighthouseTuto/INTRO/EV_01/BHT_INTRO_EV_01_03_CS_Narrator_02	BHT_INTRO_EV_01_03_CS_Narrator_02_zh-CN
Audio_BrighthouseTuto/Q1/COMP/BHT_Q1_COMP_01_CGP_SN_01	BHT_Q1_COMP_01_CGP_SN_01_zh-CN
Audio_BrighthouseTuto/Q1/EV_02/BHT_Q1_EV_02_01_CS_Bunny_01	BHT_Q1_EV_02_01_CS_Bunny_01_zh-CN
Audio_BrighthouseTuto/Q1/EV_03/BHT_Q1_EV_03_02_GP_SN_01	BHT_Q1_EV_03_02_GP_SN_01_zh-CN
Audio_BrighthouseTuto/Q1/EV_04/BHT_Q1_EV_04_01_CGP_SN_01	BHT_Q1_EV_04_01_CGP_SN_01_zh-CN
Audio_BrighthouseTuto/Q1/EV_05/BHT_Q1_EV_05_01_CGP_SN_01	BHT_Q1_EV_05_01_CGP_SN_01_zh-CN
Audio_BrighthouseTuto/Q1/TOOFAR/BHT_Q1_TOOFAR_01_CGP_SN_01	BHT_Q1_TOOFAR_01_CGP_SN_01_zh-CN
Audio_BrighthouseTuto/START/EV_01/BHT_START_EV_01_01_CS_SN_01	BHT_START_EV_01_01_CS_SN_01_zh-CN
Audio_BrighthouseTuto/START/EV_01/BHT_START_EV_01_02_CS_SN_02	BHT_START_EV_01_02_CS_SN_02_zh-CN
Audio_BrighthouseTuto/START/EV_01/BHT_START_EV_01_03_CS_SN_03	BHT_START_EV_01_03_CS_SN_03_zh-CN
Audio_BrighthouseTuto/START/EV_01/BHT_START_EV_01_04_CS_SN_04	BHT_START_EV_01_04_CS_SN_04_zh-CN
Audio_BrighthouseTuto/START/START/BHT_START_START_08_CS_SN_05	BHT_START_START_08_CS_SN_05_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_01_CS_Sprout_01	MS_End_EV_05_01_CS_Sprout_01_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_02_CS_SN_01	MS_End_EV_05_02_CS_SN_01_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_03_CS_Sprout_02	MS_End_EV_05_03_CS_Sprout_02_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_04_CS_SN_02	MS_End_EV_05_04_CS_SN_02_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_05_CS_Sprout_03	MS_End_EV_05_05_CS_Sprout_03_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_06_CS_Sprout_04	MS_End_EV_05_06_CS_Sprout_04_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_07_CS_HC_01	MS_End_EV_05_07_CS_HC_01_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_08_CS_ZP_01	MS_End_EV_05_08_CS_ZP_01_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_09_CS_SN_03	MS_End_EV_05_09_CS_SN_03_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_10_CS_IZ_01	MS_End_EV_05_10_CS_IZ_01_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_12_CS_PP_01	MS_End_EV_05_12_CS_PP_01_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_13_CS_IZ_02	MS_End_EV_05_13_CS_IZ_02_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_14_CS_SN_04	MS_End_EV_05_14_CS_SN_04_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_15_CS_Sprout_05	MS_End_EV_05_15_CS_Sprout_05_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_16_CS_HC_02	MS_End_EV_05_16_CS_HC_02_zh-CN
Audio_Mainstreet/End/EV_05/MS_End_EV_05_17_CS_SN_05	MS_End_EV_05_17_CS_SN_05_zh-CN
