Menu/MLP_logo_file	ru/RUS_MLP_logo.png
TownPark/Q8/EV_04/TP_Q8_EV_04_11_CVS_SN_02	Что-то здесь не так... Почему мои друзья вдруг на такое решились?
TownPark/Q8/EV_04/TP_Q8_EV_04_12_CVS_BH_01	
TownPark/Q8/EV_05/TP_Q8_EV_05_13_GP_SN_03	Пожалуй, мне нужно починить рекламный щит...
TownPark/Q8/EV_06/TP_Q8_EV_06_01_CVS_IZ_01	А мне нравятся рога Хитча. Это прямо произведение искусства!
TownPark/Q8/EV_06/TP_Q8_EV_06_02_CVS_SN_01	Ага... Но думаю, надо это пони-чинить.
TownPark/Q8/EV_06/TP_Q8_EV_06_03_CVS_IZ_02	Правда?
TownPark/Q8/EV_06/TP_Q8_EV_06_04_CVS_SN_02	Ага... Что нам для этого нужно?
TownPark/Q8/EV_06/TP_Q8_EV_06_05_CVS_IZ_03	Для начала было бы неплохо достать много желтой краски!
TownPark/Q8/EV_06/TP_Q8_EV_06_06_CVS_SN_04	Ага! Я ее достану.
TownPark/Q8/EV_07/TP_Q8_EV_07_01_CVS_PaintGuy2_01	Желтая краска? Я могу тебе немного обменять.
TownPark/Q8/EV_07/TP_Q8_EV_07_02_CVS_PaintGuy2_02	Я готовлю фруктовый салат, но мне не хватает нескольких ингредиентов
TownPark/Q8/EV_07/TP_Q8_EV_07_03_CVS_SN_01	Что тебе нужно?
TownPark/Q8/EV_07/TP_Q8_EV_07_04_CVS_PaintGuy2_03	Можешь достать мне парочку яблок и груш?
TownPark/Q8/EV_07/TP_Q8_EV_07_05_CVS_SN_02	Ладно, принесу
TownPark/Q8/EV_08/TP_Q8_EV_08_01_GP_SN_01	Прекрасно! Еще одно
TownPark/Q8/EV_09/TP_Q8_EV_09_01_GP_SN_01	Отлично. Теперь можно вернуться в магазин красок.
TownPark/Q8/EV_10/TP_Q8_EV_10_01_CVS_PaintGuy2_01	Замечательные фрукты! А теперь самое главное.
TownPark/Q8/EV_10/TP_Q8_EV_10_02_CVS_PaintGuy2_02	Нужна большая тыква, в которой все это можно смешать. По-настоящему большая!
TownPark/Q8/EV_10/TP_Q8_EV_10_03_CVS_SN_01	Клево! Значит, ищем гигантскую тыкву!
TownPark/Q8/EV_11/TP_Q8_EV_11_01_CVS_PumpkinLady_01	О, Санни. Я готова отдать тебе самую большую тыкву...
TownPark/Q8/EV_11/TP_Q8_EV_11_02_CVS_PumpkinLady_02	Но она еще растет. Может, использовать магию?
TownPark/Q8/EV_11/TP_Q8_EV_11_03_CVS_PumpkinLady_03	Вырасти ее, чтобы она стала большой, и забирай!
TownPark/Q8/EV_12/TP_Q8_EV_12_01_GP_SN_01	Отлично! Еще немного...
TownPark/Q8/EV_13/TP_Q8_EV_13_01_GP_SN_01	Ой... Она же ГИГАНТСКАЯ! Как же мне ее обратно откатить?
TownPark/Q8/EV_14/TP_Q8_EV_14_01_GP_SN_01	Это все подсказки, но...
TownPark/Q8/EV_15/TP_Q8_EV_15_01_CVS_PaintGuy2_01	Силы копытные! Вот это тыква, детка! Вот уж спасибо...
TownPark/Q8/EV_15/TP_Q8_EV_15_02_CVS_PaintGuy2_02	Держи. Ты ее заслужила... Крась на здоровье!
TownPark/Q8/EV_16/TP_Q8_EV_16_01_GP_SN_01	Отлично! Вернемся к рекламному щиту.
TownPark/Q8/MID_01/TP_Q8_MID_01_01_GP_ZP_01	Нужно больше подсказок. Продолжай опрос.
TownPark/Q8/MID_02/TP_Q8_MID_02_01_GP_PaintGuy2_01	Здесь поблизости растут яблони и груши
TownPark/Q8/MID_03/TP_Q8_MID_03_01_GP_PaintGuy2_01	Прекрасно, но мне не хватает еще одного фрукта.
TownPark/Q8/MID_04/TP_Q8_MID_04_01_GP_IZ_01	Может, снова нарисовать черный зуб?
TownPark/Q8/MID_05/TP_Q8_MID_05_01_GP_HC_01	Пони должны починить рекламный щит! Ради всех кроликов...
TownPark/Q8/MID_06/TP_Q8_MID_06_01_GP_PaintGuy2_01	Здесь неподалеку есть участок, на котором растут тыквы. Попроси у них самую большую.
TownPark/Q8/POST_01/TP_Q8_POST_01_01_GP_Sprout_01	Число подозреваемых растет... В Игогойском заливе небезопасно!
TownPark/Q8/POST_02/TP_Q8_POST_02_01_GP_PaintGuy2_01	Интересно, можно ли из этой тыквы сделать передвижной дом...
TownPark/Q8/POST_03/TP_Q8_POST_03_01_GP_PumpkinLady_01	Магия земли гораздо сильнее, чем мне казалось...
TownPark/Q8/POST_04/TP_Q8_POST_04_01_GP_IZ_01	Ну, удачи с пастушьим соревнованием! У тебя все получится.
TownPark/Q8/PRE_01/TP_Q8_PRE_01_01_GP_PaintGuy2_01	М-м-м. В этом сезоне фрукты такие вкусные.
TownPark/Q8/PRE_02/TP_Q8_PRE_02_01_GP_PumpkinLady_01	Тыквы! Вкусные и красивые!
TownPark/Q8/START/TP_Q8_START_01_CS_HC_01	Вот и все, мы готовы к Пастушьим... Что?
TownPark/Q8/START/TP_Q8_START_02_CS_SN_01	Ах... Ты в порядке?
TownPark/Q8/START/TP_Q8_START_03_CS_HC_02	Смотри! МОЙ щит!
TownPark/Q8/START/TP_Q8_START_04_CS_SN_02	Не так все плохо...
TownPark/Q8/START/TP_Q8_START_05_CS_HC_03	Зубы! Смотри!
TownPark/Q8/START/TP_Q8_START_06_CS_HC_04	Это вредительство! Проведем сыскную работу! Да?
TownPark/Q8/START/TP_Q8_START_07_CS_SN_03	Кто пытается испортить День Игогойского залива?
TownPark/Q8/START/TP_Q8_START_08_CS_ZP_01	Надо что-то расследовать? Я тоже сыщик! У меня даже резюме есть.
TownPark/Q8/START/TP_Q8_START_09_CS_HC_05	А ты не должна быть в лётном «универe»?
TownPark/Q8/START/TP_Q8_START_10_CS_ZP_02	Неа. Кажется, всем пони не до тренировок.
TownPark/Q8/START/TP_Q8_START_11_CS_ZP_03	Нужно найти свидетелей! Это ИНТЕРЕСНЕЕ.
TownPark/Q8/START/TP_Q8_START_12_CS_ZP_04	Узнай, не видели ли пони что-нибудь.
TownPark/Q8/START/TP_Q8_START_13_CS_SN_04	Ох, ладно. Я займусь.
TownPark/Q8/TOOFAR/TP_Q8_TOOFAR_01_GP_SN_01	Нужно помочь Хитчу починить его страшненький рекламный щит...
TownPark/Q9/ACCEPTED/TP_Q9_ACCEPTED_01_CVS_SN_01	Пожалуй...
TownPark/Q9/ACCEPTED/TP_Q9_ACCEPTED_02_CVS_Zoom_01	Посмотрим, как ты справишься...
TownPark/Q9/COMP/TP_Q9_COMP_01_CVS_Zoom_01	Ну-ну... Ты произвела на меня впечатление.
TownPark/Q9/COMP/TP_Q9_COMP_02_CVS_Zoom_02	Мы еще сделаем из тебя летающую звезду.
TownPark/Q9/COMP/TP_Q9_COMP_03_CVS_Zoom_03	Вот твоя награда.
TownPark/Q9/COMP/TP_Q9_COMP_04_CVS_SN_01	Эй! Это же мои ролики. Я их везде искала.
TownPark/Q9/COMP/TP_Q9_COMP_05_CVS_Zoom_04	Можешь не благодарить.
TownPark/Q9/COMP/TP_Q9_COMP_06_CVS_SN_02	Ну... Спасибо?..
TownPark/Q9/DECLINED/TP_Q9_DECLINED_01_CVS_SN_01	Ох... Не думаю.
TownPark/Q9/DECLINED/TP_Q9_DECLINED_02_CVS_Zoom_01	С таким отношением крыльев ты не получишь.
TownPark/Q9/QUESTION/TP_Q9_QUESTION_01_CVS_Zoom_01	Готова?
TownPark/Q9/RETACPTD/TP_Q9_RETACPTD_01_CVS_SN_01	Ладно, давай еще раз!
TownPark/Q9/RETDCLND/TP_Q9_RETDCLND_01_CVS_SN_01	Ах, не думаю.
TownPark/Q9/RETRY/TP_Q9_RETRY_01_CVS_Zoom_01	Неплохо, пожалуй, но тебе нужно еще поучиться. Хочешь попробовать еще раз?
TownPark/Q9/START/TP_Q9_START_01_CVS_Zoom_01	Ах! Кадет Старскаут! Я наслышана о тебе
TownPark/Q9/START/TP_Q9_START_02_CVS_SN_01	Мы же знакомы, я Вжух, помнишь меня?
TownPark/Q9/START/TP_Q9_START_03_CVS_Zoom_02	Это неважно, кадет.
TownPark/Q9/START/TP_Q9_START_04_CVS_Zoom_03	Ты здесь для проверки своих моторных навыков.
TownPark/Q9/START/TP_Q9_START_05_CVS_SN_02	Чего-чего?
TownPark/Q9/START/TP_Q9_START_06_CVS_Zoom_04	Твоего мастерства на усовершенствованной полосе препятствий.
VideoTutorials/VIDEOTUTORIAL_HC_HERDINGBTUT1	Для передвижения используй джойстик.
VideoTutorials/VIDEOTUTORIAL_HC_HERDINGBTUT2	Загони кроликов в ворота, чтобы набрать больше очков.
VideoTutorials/VIDEOTUTORIAL_HC_HERDINGCTUT1	Для передвижения используй джойстик.
VideoTutorials/VIDEOTUTORIAL_HC_HERDINGCTUT2	Загони кроликов и крабов в соответствующие ворота, чтобы повысить свой счет.
VideoTutorials/VIDEOTUTORIAL_HC_SPECIALPTUT1	Это особая пиньята!\nНайди их все, чтобы открыть новых персонажей и сыграть с друзьями.
VideoTutorials/VIDEOTUTORIAL_IZ_UNICYCLINGTUT1	Нажми эту кнопку, когда найдешь ремесленный стол, чтобы пони-чинить его!
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT1	Девчонки и мальчишки!!
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT10	Используй джойстик или нажми эту кнопку, затем танцуй в такт!
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT11	Чем лучше ты попадаешь в такт, чем лучше твой счет!
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT2	Добро пожаловать на Пипп-пипп-парад! В честь Дня Игогойского залива!
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT3	Для начала нам нужно нарядиться!
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT4	Выбери в меню самый великолепный наряд.
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT5	Нажми эту кнопку, чтобы надеть его.
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT6	Нажми эти кнопки и двигай в сторону, чтобы посмотреть другие аксессуары.
VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT7	Нажми эту кнопку, чтобы сверкать на празднике!
VideoTutorials/VIDEOTUTORIAL_PP_MAGICMTUT1	Ищи волшебные зеркала!\nИспользуй их с помощью этой кнопки, чтобы нарядиться по любому случаю!
VideoTutorials/VIDEOTUTORIAL_SN_BUTTERTUT1	Следуй за бабочкой, чтобы пройти следующие шаги.
VideoTutorials/VIDEOTUTORIAL_SN_CLEARGAME	Можешь исследовать Игогойский залив в любое время! Пройди мини-игры еще раз и собери кусочки магии, пропущенные в первый раз!
VideoTutorials/VIDEOTUTORIAL_SN_JUMPTUT1	Нажми эту кнопку, чтобы прыгать.
VideoTutorials/VIDEOTUTORIAL_SN_KICKTUT1	Нажми эту кнопку, чтобы потрясти дерево.\nНе забудь подобрать добычу!
VideoTutorials/VIDEOTUTORIAL_SN_MAGICPTUT1	Благодаря магии земных пони я могу выращивать растения и цветы. Нажми эту кнопку, чтобы использовать.
VideoTutorials/VIDEOTUTORIAL_SN_MAGICPTUT2	Прыгай на них, чтобы дотянуться до высоких мест.
VideoTutorials/VIDEOTUTORIAL_SN_MOVTUT1	Для передвижения используй джойстик.
VideoTutorials/VIDEOTUTORIAL_SP_FASTWINTTUT3	Прыгай, нажимая эту кнопку, чтобы избегать ловушек... если можешь!
VideoTutorials/VIDEOTUTORIAL_ZM_ROLLERTUT2	Надень ролики, нажав эту кнопку.
VideoTutorials/VIDEOTUTORIAL_ZM_ROLLERTUT3	Если хочешь снизить скорость, сними их, нажав эту кнопку.
VideoTutorials/VIDEOTUTORIAL_ZP_DASHSKYTUT4	Передвигайся в сторону с помощью джойстика, чтобы избегать препятствий.
VideoTutorials/VIDEOTUTORIAL_ZP_DASHSKYTUT5	Лови кольца, чтобы увеличивать скорость.
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_BUTTERTUT	БАБОЧКА-УКАЗАТЕЛЬ
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_CLEARGAME	Игра пройдена!
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_JUMPTUT	ПРЫЖОК
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_KICKTUT	УДАР НОГОЙ
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_MAGICMTUT	ВОЛШЕБНОЕ ЗЕРКАЛО
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_MAGICPTUT	МАГИЯ ЗЕМНОГО ПОНИ
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_MOVTUT	ПЕРЕМЕЩЕНИЕ
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_ROLLERTUT	РОЛИКОВЫЕ КОНЬКИ
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_SPECIALPTUT	СПЕЦИАЛЬНАЯ ПИНЬЯТА
VideoTutorialsTitle/VIDEOTUTORIAL_TITLE_UNICYCLINGTUT	МОНОЦИКЛ
ScoreScreen/SCORE_DRAW	Ничья
ScoreScreen/SCORE_MAGIC_BITS	Магические монеты
ScoreScreen/SCORE_PLAYER1_WIN	Игрок 1 победил
ScoreScreen/SCORE_PLAYER2_WIN	Игрок 2 победил
ScoreScreen/SCORE_PLAYER_WIN	{[PLAYER_NAME]} победил
ScoreScreen/SCORE_SCORE	Счет
ScoreScreen/SCORE_TITLE	Игра завершена!
ScoreScreen/SCORE_UNLOCK	Мини-игра открыта!
Characters/BigBunny_Name	Марсель
Characters/Bunny1_Name	Кролик
Characters/Bunny2_Name	Кролик
Characters/CanterlogicGuard_Name	Стражник Кантерлогики
Characters/Crowd1_Name	Обычный пони
Characters/Crowd2_Name	Обычный пони
Characters/Crowd3_Name	Обычный пони
Characters/Fashion1_Name	Модный пони
Characters/FlowerShop_Name	Цветочный пони
Characters/Hitch_Name	Хитч
Characters/Izzy_Name	Иззи
Characters/Narrator_Name	Рассказчик
Characters/PaintShopBeach_Name	Художник
Characters/PaintShopMane_Name	Живописный пони
Characters/Pipp_Name	Пипп
Characters/Primrose_Name	Примроза
Characters/PumpkinLady_Name	Пони с тыквой
Characters/RedFloatieGuy_Name	Пони с кругом
Characters/Shimmerwing_Name	Шиммервинг
Characters/ShopKeeper1_Name	Лавочник
Characters/ShopKeeper2_Name	Лавочник
Characters/ShopKeeper3_Name	Лавочник
Characters/SmootheShop_Name	Смузи-пони
Characters/Sprout_Name	Спрайт
Characters/Sunny_Name	Санни
Characters/Thunder_Name	Плюх
Characters/Zipp_Name	Зипп
Characters/Zoom_Name	Вжух
Menu/1P	1 игрок
Menu/2P	2 игрока
Menu/ACCEPT	Принять
Menu/ANIMATION	Анимация
Menu/ART_DIRECTOR_CHARACTER_ARTIST	Арт-директор и художник по персонажам
Menu/AUDIO	Звук
Menu/BACK	Назад
Menu/BEACHCOVE_TITLE	Пляжная бухта
Menu/BRIGHTHOUSE_TITLE	Кристал Брайтхаус
Menu/BUSINESS_DEV	Развитие бизнеса
Menu/CHANGE_SLOT_CONFIRMATION	Уверены, что хотите сменить слот сохранения?
Menu/CONTINUE	Продолжить
Menu/CONTROLS	Управление игрой
Menu/CREATIVE_DIRECTOR	Креативный директор
Menu/DELETE	Удалить
Menu/DELETE_CONFIRMATION	Уверены, что хотите удалить?
Menu/DISMISS	Прекратить
Menu/ENVIRONMENT_AND_VFX	Художник по окружению и визуальным эффектам
Menu/ENVIRONMENT_ARTIST_AND_LEVEL	Художник по окружению
Menu/EXIT	Выход
Menu/EXIT_CONFIRMATION	Уверены, что хотите выйти?
Menu/FINANCES	Финансы
Menu/GAMEPLAY_PROGRAMMER	Геймплей-программист
Menu/GAME_DESIGNER	Геймдизайнер
Menu/GO	Поехали
Menu/INTERACT	Взаимодействовать
Menu/JUMP	Прыгать
Menu/LANGUAGE	Язык
Menu/LEAD_ANIMATOR	Главный аниматор
Menu/LEAD_PROGRAMMER	Главный программист
Menu/MAIN_VOLUME	Общая громкость
Menu/MANESTREET_TITLE	Загривный проспект
Menu/MENU_VOLUME	Громкость озвучки меню
Menu/MINIGAMES	Мини-игры
Menu/MOVEMENT	Движение
Menu/MUSIC_SFX	Музыка и звуковые эффекты
Menu/MUSIC_VOLUME	Громкость музыки
Menu/NEXT	Далее
Menu/NO	Нет
Menu/P1	Игрок 1
Menu/P2	Игрок 2
Menu/PAUSE	Пауза
Menu/PAUSE_MENU	Меню паузы
Menu/PLAY	Игра
Menu/PLAYER_READY	Готов
Menu/PRODUCER	Продюсер
Menu/REPEAT	Еще раз
Menu/ROLLERBLADES	Роликовые коньки
Menu/ROTATE	Вращать
Menu/SAVED_GAMES	Сохраненные игры
Menu/SAVE_SAFETY_DEFAULT	Не выключайте консоль, когда на экране этот значок.
Menu/SAVE_SAFETY_SWITCH	Не выключайте консоль, когда на экране этот значок.
Menu/SELECT	Выбрать
Menu/SELECT_PLAYERS	Выберите игроков
Menu/SETTINGS	Настройки
Menu/SFX_VOLUME	Громкость звуков
Menu/SLOT1	Сохраненная игра 1
Menu/SLOT2	Сохраненная игра 2
Menu/SLOT3	Сохраненная игра 3
Menu/SLOT4	Сохраненная игра 4
Menu/SLOT_CURRENT	Текущая
Menu/SLOT_EMPTY	Пусто
Menu/STUDIO_DIRECTOR	Директор студии
Menu/TECHNICAL_DIRECTOR	Технический директор
Menu/TOTAL_GAME_BITS	Всего за игру
Menu/TOWNPARK_TITLE	Городской парк
Menu/TUTORIAL	Обучение
Menu/TUTORIALS	Обучение
Menu/TUTORIAL_TITLE	Брайтхаус Хиллс
Menu/UI_GAMEPLAY_PROGRAMMER	Программист интерфейса и геймплея
Menu/UNLOCKED	Разблокировано
Menu/VOICE_VOLUME	Громкость голоса
Menu/YES	Да
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_01_CS_ZP_01	BC_INTRO_EV_01_01_CS_ZP_01_ru
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_02_CVS_SN_01	BC_INTRO_EV_01_02_CVS_SN_01_ru
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_03_CVS_ZP_02	BC_INTRO_EV_01_03_CVS_ZP_02_ru
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_04_CVS_ZP_03	BC_INTRO_EV_01_04_CVS_ZP_03_ru
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_05_CVS_SN_02	BC_INTRO_EV_01_05_CVS_SN_02_ru
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_06_CVS_ZP_04	BC_INTRO_EV_01_06_CVS_ZP_04_ru
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_07_CVS_ZP_05	BC_INTRO_EV_01_07_CVS_ZP_05_ru
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_08_CVS_ZP_06	BC_INTRO_EV_01_08_CVS_ZP_06_ru
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_09_CVS_SN_03	BC_INTRO_EV_01_09_CVS_SN_03_ru
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_10_CVS_ZP_07	BC_INTRO_EV_01_10_CVS_ZP_07_ru
Audio_BeachCove/INTRO/EV_01/BC_INTRO_EV_01_11_GP_SN_04	BC_INTRO_EV_01_11_GP_SN_04_ru
Audio_BeachCove/MFL/ACCEPTED/BC_MFL_ACCEPTED_01_CVS_SN_01	BC_MFL_ACCEPTED_01_CVS_SN_01_ru
Audio_BeachCove/MFL/ACCEPTED/BC_MFL_ACCEPTED_02_CVS_ZP_02	BC_MFL_ACCEPTED_02_CVS_ZP_02_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_01_CS_SN_01	BC_MFL_COMP_01_CS_SN_01_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_02_CS_ZP_01	BC_MFL_COMP_02_CS_ZP_01_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_03_CS_ZP_02	BC_MFL_COMP_03_CS_ZP_02_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_04_CS_SN_02	BC_MFL_COMP_04_CS_SN_02_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_06_CS_PP_01	BC_MFL_COMP_06_CS_PP_01_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_07_CS_IZ_01	BC_MFL_COMP_07_CS_IZ_01_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_08_CS_HC_01	BC_MFL_COMP_08_CS_HC_01_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_09_CS_Sprout_01	BC_MFL_COMP_09_CS_Sprout_01_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_10_CS_HC_02	BC_MFL_COMP_10_CS_HC_02_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_11_CS_Paint Shop 3_01	BC_MFL_COMP_11_CS_Paint Shop 3_01_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_12_CS_Sprout_02	BC_MFL_COMP_12_CS_Sprout_02_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_13_CS_SN_03	BC_MFL_COMP_13_CS_SN_03_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_14_CS_ZP_03	BC_MFL_COMP_14_CS_ZP_03_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_15_CS_SN_04	BC_MFL_COMP_15_CS_SN_04_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_16_CS_Crowd1_01	BC_MFL_COMP_16_CS_Crowd1_01_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_17_CS_Crowd2_01	BC_MFL_COMP_17_CS_Crowd2_01_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_18_CS_Sprout_03	BC_MFL_COMP_18_CS_Sprout_03_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_19_CS_HC_03	BC_MFL_COMP_19_CS_HC_03_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_20_CS_Sprout_04	BC_MFL_COMP_20_CS_Sprout_04_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_21_CS_SN_05	BC_MFL_COMP_21_CS_SN_05_ru
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_22_CS_Shimmerwing_01	BC_MFL_COMP_22_CS_Shimmerwing_01_en-US
Audio_BeachCove/MFL/COMP/BC_MFL_COMP_23_GP_SN_06	BC_MFL_COMP_23_GP_SN_06_ru
Audio_BeachCove/MFL/DECLINED/BC_MFL_DECLINED_01_CVS_SN_01	BC_MFL_DECLINED_01_CVS_SN_01_ru
Audio_BeachCove/MFL/DECLINED/BC_MFL_DECLINED_02_CVS_ZP_02	BC_MFL_DECLINED_02_CVS_ZP_02_ru
Audio_BeachCove/MFL/QUESTION/BC_MFL_QUESTION_01_CVS_ZP_01	BC_MFL_QUESTION_01_CVS_ZP_01_ru
Audio_BeachCove/MFL/RETACPTD/BC_MFL_RETACPTD_01_CVS_SN_01	BC_MFL_RETACPTD_01_CVS_SN_01_ru
Audio_BeachCove/MFL/RETDCLND/BC_MFL_RETDCLND_01_CVS_SN_01	BC_MFL_RETDCLND_01_CVS_SN_01_ru
Audio_BeachCove/MFL/RETRY/BC_MFL_RETRY_01_CVS_ZP_01	BC_MFL_RETRY_01_CVS_ZP_01_ru
Audio_BeachCove/MFL/START/BC_MFL_START_01_CVS_ZP_01	BC_MFL_START_01_CVS_ZP_01_ru
Audio_BeachCove/MFL/START/BC_MFL_START_02_CVS_ZP_02	BC_MFL_START_02_CVS_ZP_02_ru
Audio_BeachCove/MFL/START/BC_MFL_START_03_CVS_ZP_03	BC_MFL_START_03_CVS_ZP_03_ru
Audio_BeachCove/Q13/ACCEPTED/BC_Q13_ACCEPTED_01_CVS_SN_01	BC_Q13_ACCEPTED_01_CVS_SN_01_ru
Audio_BeachCove/Q13/ACCEPTED/BC_Q13_ACCEPTED_02_CVS_Zoom_04	BC_Q13_ACCEPTED_02_CVS_Zoom_04_ru
Audio_BeachCove/Q13/COMP/BC_Q13_COMP_01_CVS_Zoom_06	BC_Q13_COMP_01_CVS_Zoom_06_ru
Audio_BeachCove/Q13/DECLINED/BC_Q13_DECLINED_01_CVS_SN_02	BC_Q13_DECLINED_01_CVS_SN_02_ru
Audio_BeachCove/Q13/DECLINED/BC_Q13_DECLINED_02_CVS_Zoom_05	BC_Q13_DECLINED_02_CVS_Zoom_05_ru
Audio_BeachCove/Q13/POST_01/BC_Q13_POST_01_01_GP_Zoom_10	BC_Q13_POST_01_01_GP_Zoom_10_ru
Audio_BeachCove/Q13/QUESTION/BC_Q13_QUESTION_01_CVS_Zoom_03	BC_Q13_QUESTION_01_CVS_Zoom_03_ru
Audio_BeachCove/Q13/RETACPTD/BC_Q13_RETACPTD_01_CVS_Zoom_08	BC_Q13_RETACPTD_01_CVS_Zoom_08_ru
Audio_BeachCove/Q13/RETDCLND/BC_Q13_RETDCLND_01_CVS_Zoom_09	BC_Q13_RETDCLND_01_CVS_Zoom_09_ru
Audio_BeachCove/Q13/RETRY/BC_Q13_RETRY_01_CVS_Zoom_07	BC_Q13_RETRY_01_CVS_Zoom_07_ru
Audio_BeachCove/Q13/START/BC_Q13_START_01_CVS_Zoom_01	BC_Q13_START_01_CVS_Zoom_01_ru
Audio_BeachCove/Q13/START/BC_Q13_START_02_CVS_Zoom_02	BC_Q13_START_02_CVS_Zoom_02_ru
Audio_BeachCove/Q14/COMP/BC_Q14_COMP_01_GP_IZ_01	BC_Q14_COMP_01_GP_IZ_01_ru
Audio_BeachCove/Q14/COMP/BC_Q14_COMP_02_GP_SN_01	BC_Q14_COMP_02_GP_SN_01_ru
Audio_BeachCove/Q14/EV_01/BC_Q14_EV_01_01_GP_SN_01	BC_Q14_EV_01_01_GP_SN_01_ru
Audio_BeachCove/Q14/EV_02/BC_Q14_EV_02_01_GP_SN_01	BC_Q14_EV_02_01_GP_SN_01_ru
Audio_BeachCove/Q14/EV_03/BC_Q14_EV_03_01_GP_SN_01	BC_Q14_EV_03_01_GP_SN_01_ru
Audio_BeachCove/Q14/EV_04/BC_Q14_EV_04_01_CVS_Sprout_01	BC_Q14_EV_04_01_CVS_Sprout_01_ru
Audio_BeachCove/Q14/EV_04/BC_Q14_EV_04_02_CVS_SN_01	BC_Q14_EV_04_02_CVS_SN_01_ru
Audio_BeachCove/Q14/EV_04/BC_Q14_EV_04_03_CVS_Sprout_02	BC_Q14_EV_04_03_CVS_Sprout_02_ru
Audio_BeachCove/Q14/EV_04/BC_Q14_EV_04_04_CVS_Sprout_03	BC_Q14_EV_04_04_CVS_Sprout_03_ru
Audio_BeachCove/Q14/EV_04/BC_Q14_EV_04_05_CVS_Sprout_04	BC_Q14_EV_04_05_CVS_Sprout_04_ru
Audio_BeachCove/Q14/EV_04/BC_Q14_EV_04_06_CVS_SN_02	BC_Q14_EV_04_06_CVS_SN_02_ru
Audio_BeachCove/Q14/EV_04/BC_Q14_EV_04_07_CVS_Sprout_05	BC_Q14_EV_04_07_CVS_Sprout_05_ru
Audio_BeachCove/Q14/EV_05/BC_Q14_EV_05_01_GP_SN_03	BC_Q14_EV_05_01_GP_SN_03_ru
Audio_BeachCove/Q14/EV_06/BC_Q14_EV_06_01_CVS_PP_01	BC_Q14_EV_06_01_CVS_PP_01_ru
Audio_BeachCove/Q14/EV_06/BC_Q14_EV_06_02_CVS_SN_01	BC_Q14_EV_06_02_CVS_SN_01_ru
Audio_BeachCove/Q14/EV_06/BC_Q14_EV_06_03_CVS_PP_02	BC_Q14_EV_06_03_CVS_PP_02_ru
Audio_BeachCove/Q14/EV_06/BC_Q14_EV_06_04_CVS_SN_02	BC_Q14_EV_06_04_CVS_SN_02_ru
